Rank,Gender,Caste,College_Branch
90218,M,OC,CHALAPATHI INST OF TECHNOLOGY - CSC
91927,F,OC,CHALAPATHI INST OF TECHNOLOGY - AIM
105687,M,BC_B,CHALAPATHI INST OF TECHNOLOGY - CSD
114282,M,SC,CHALAPATHI INST OF TECHNOLOGY - CSD
115983,M,BC_D,CHALAPATHI INST OF TECHNOLOGY - CSD
116073,M,BC_A,CHALAPATHI INST OF TECHNOLOGY - CSD
116821,M,OC,CHALAPATHI INST OF TECHNOLOGY - CSD
117483,M,BC_E,CHALAPATHI INST OF TECHNOLOGY - CSD
133037,M,ST,CHALAPATHI INST OF TECHNOLOGY - CSE
134255,F,ST,CHALAPATHI INST OF TECHNOLOGY - CAI
135274,M,BC_D,CHALAPATHI INST OF TECHNOLOGY - CSE
135406,F,BC_E,CHALAPATHI INST OF TECHNOLOGY - CAI
135694,M,BC_B,CHALAPATHI INST OF TECHNOLOGY - CSE
137084,F,BC_D,CHALAPATHI INST OF TECHNOLOGY - CAI
137204,M,BC_A,CHALAPATHI INST OF TECHNOLOGY - CSE
137414,M,BC_E,CHALAPATHI INST OF TECHNOLOGY - CSE
137509,M,SC,CHALAPATHI INST OF TECHNOLOGY - CSE
137776,M,OC,CHALAPATHI INST OF TECHNOLOGY - CSE
139870,F,SC,CHALAPATHI INST OF TECHNOLOGY - CAI
144473,M,ST,CHALAPATHI INST OF TECHNOLOGY - ECE
145912,F,BC_A,CHALAPATHI INST OF TECHNOLOGY - CAI
148745,M,BC_E,CHALAPATHI INST OF TECHNOLOGY - ECE
148910,M,BC_B,CHALAPATHI INST OF TECHNOLOGY - ECE
149232,M,BC_A,CHALAPATHI INST OF TECHNOLOGY - ECE
149345,F,BC_B,CHALAPATHI INST OF TECHNOLOGY - CAI
149369,M,BC_D,CHALAPATHI INST OF TECHNOLOGY - ECE
149698,M,OC,CHALAPATHI INST OF TECHNOLOGY - ECE
149775,F,OC,CHALAPATHI INST OF TECHNOLOGY - CAI
151772,M,SC,CHALAPATHI INST OF TECHNOLOGY - ECE
45920,F,OC,CHIRALA ENGINEERING COLLEGE - CSD
101575,M,BC_E,CHIRALA ENGINEERING COLLEGE - CSE
107357,F,ST,CHIRALA ENGINEERING COLLEGE - CSE
129081,M,BC_B,CHIRALA ENGINEERING COLLEGE - CSE
129852,M,BC_D,CHIRALA ENGINEERING COLLEGE - CSE
137250,M,BC_B,CHIRALA ENGINEERING COLLEGE - ECE
139724,M,ST,CHIRALA ENGINEERING COLLEGE - ECE
140086,M,SC,CHIRALA ENGINEERING COLLEGE - ECE
143219,F,BC_A,CHIRALA ENGINEERING COLLEGE - CSE
147077,F,OC,CHIRALA ENGINEERING COLLEGE - CSE
147479,M,BC_A,CHIRALA ENGINEERING COLLEGE - ECE
148069,M,OC,CHIRALA ENGINEERING COLLEGE - ECE
150211,M,BC_D,CHIRALA ENGINEERING COLLEGE - ECE
150570,M,BC_E,CHIRALA ENGINEERING COLLEGE - ECE
150978,M,SC,CHIRALA ENGINEERING COLLEGE - INF
151638,F,SC,CHIRALA ENGINEERING COLLEGE - CSE
137448,M,BC_D,CHIRANJIVI REDDY INST OF ENGG AND TECHNOLOGY - CSE
140178,F,SC,CHIRANJIVI REDDY INST OF ENGG AND TECHNOLOGY - CSE
143705,M,OC,CHIRANJIVI REDDY INST OF ENGG AND TECHNOLOGY - CSE
144371,M,BC_A,CHIRANJIVI REDDY INST OF ENGG AND TECHNOLOGY - CSE
150133,F,BC_B,CHIRANJIVI REDDY INST OF ENGG AND TECHNOLOGY - CSE
151248,M,SC,CHIRANJIVI REDDY INST OF ENGG AND TECHNOLOGY - ECE
109742,M,BC_B,COLLEGE OF AGRICULTURAL ENGINEERING - AGR
114598,M,BC_A,COLLEGE OF AGRICULTURAL ENGINEERING - AGR
130083,F,BC_D,COLLEGE OF AGRICULTURAL ENGINEERING - AGR
143269,M,SC,COLLEGE OF AGRICULTURAL ENGINEERING - AGR
143817,M,OC,COLLEGE OF AGRICULTURAL ENGINEERING - AGR
144224,F,ST,COLLEGE OF AGRICULTURAL ENGINEERING - AGR
47143,F,SC,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - CIV
51183,F,OC,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - CIV
53281,F,BC_A,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - CIV
56751,F,BC_B,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - CIV
57047,F,BC_D,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - CIV
98266,F,ST,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - CSE
109463,F,BC_B,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - CSE
115443,F,OC,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - CSE
120194,F,BC_A,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - CSE
125262,M,BC_D,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - ECE
125608,M,SC,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - ECE
126317,M,ST,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - ECE
126371,M,BC_A,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - ECE
126823,M,OC,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - ECE
127314,M,BC_B,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - ECE
127776,M,BC_E,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - ECE
135295,M,ST,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - EEE
135875,F,SC,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - CSE
137532,M,SC,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - EEE
143596,M,OC,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - EEE
144270,M,BC_D,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - EEE
144943,M,BC_B,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - EEE
145280,M,BC_A,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - EEE
145521,F,BC_D,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - CSE
146406,M,OC,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - MEC
148420,M,BC_A,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - MEC
149160,M,BC_B,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - MEC
150663,M,BC_D,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - MEC
150795,M,ST,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - MEC
151733,M,SC,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE - MEC
70254,F,OC,COLLEGE OF FOOD SCIENCE AND TECHNOLOGY - FDT
92169,F,BC_B,COLLEGE OF FOOD SCIENCE AND TECHNOLOGY - FDT
100043,F,BC_A,COLLEGE OF FOOD SCIENCE AND TECHNOLOGY - FDT
135067,M,BC_D,COLLEGE OF FOOD SCIENCE AND TECHNOLOGY - FDT
150011,M,SC,COLLEGE OF FOOD SCIENCE AND TECHNOLOGY - FDT
85228,F,OC,D M S S V H COLLEGE OF ENGINEERING - AIM
92908,M,BC_B,D M S S V H COLLEGE OF ENGINEERING - CSE
126614,M,BC_D,D M S S V H COLLEGE OF ENGINEERING - CSE
131169,F,SC,D M S S V H COLLEGE OF ENGINEERING - AIM
139625,M,SC,D M S S V H COLLEGE OF ENGINEERING - CSE
144189,M,OC,D M S S V H COLLEGE OF ENGINEERING - CSE
148062,F,BC_E,D M S S V H COLLEGE OF ENGINEERING - CSE
149056,M,BC_A,D M S S V H COLLEGE OF ENGINEERING - CSE
38173,F,OC,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CIV
38460,F,BC_A,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CIV
43059,F,BC_D,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CIV
60469,F,BC_A,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CSD
66360,F,BC_B,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CSD
72153,F,OC,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CSD
73454,F,BC_D,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CSD
80268,M,SC,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CSM
91906,M,BC_A,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CSM
98990,M,OC,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CSM
99395,M,BC_B,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CSM
100723,M,BC_D,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CSM
104810,F,SC,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CSE
135261,F,OC,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CSE
139378,M,SC,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - ECE
140240,F,ST,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CSE
142207,F,BC_A,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CSE
142391,M,BC_A,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - ECE
143110,M,BC_B,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - ECE
143681,M,BC_D,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - ECE
143728,M,OC,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - ECE
146669,M,SC,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - EEE
147649,M,BC_A,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - EEE
147993,F,BC_E,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CSE
148991,F,BC_D,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CSE
149830,F,BC_B,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - CSE
149978,M,BC_D,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - EEE
150509,M,BC_B,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - EEE
151309,M,ST,DADI INSTT. OF ENGINEERING AND TECHNOLOGY - EEE
42134,F,ST,DAMISETTY BALA SURESH INST OF TECHNOLOGY - CAI
78657,F,BC_D,DAMISETTY BALA SURESH INST OF TECHNOLOGY - CAI
86742,F,SC,DAMISETTY BALA SURESH INST OF TECHNOLOGY - CAI
93948,F,BC_B,DAMISETTY BALA SURESH INST OF TECHNOLOGY - CSE
94010,M,ST,DAMISETTY BALA SURESH INST OF TECHNOLOGY - ECE
117418,M,BC_E,DAMISETTY BALA SURESH INST OF TECHNOLOGY - ECE
117735,M,BC_A,DAMISETTY BALA SURESH INST OF TECHNOLOGY - ECE
120778,F,BC_D,DAMISETTY BALA SURESH INST OF TECHNOLOGY - CSE
122097,F,BC_A,DAMISETTY BALA SURESH INST OF TECHNOLOGY - CSE
133566,F,ST,DAMISETTY BALA SURESH INST OF TECHNOLOGY - CSE
140156,F,SC,DAMISETTY BALA SURESH INST OF TECHNOLOGY - CSE
140536,F,OC,DAMISETTY BALA SURESH INST OF TECHNOLOGY - CSE
140843,F,BC_D,DAMISETTY BALA SURESH INST OF TECHNOLOGY - ECE
149254,M,OC,DAMISETTY BALA SURESH INST OF TECHNOLOGY - ECE
151390,F,SC,DAMISETTY BALA SURESH INST OF TECHNOLOGY - ECE
23462,F,OC,DHANEKULA INST OF ENGG TECHNOLOGY - CIV
34094,F,ST,DHANEKULA INST OF ENGG TECHNOLOGY - CSE
67795,F,BC_A,DHANEKULA INST OF ENGG TECHNOLOGY - CSE
68605,F,BC_D,DHANEKULA INST OF ENGG TECHNOLOGY - CSE
68801,F,BC_B,DHANEKULA INST OF ENGG TECHNOLOGY - CSE
68950,F,SC,DHANEKULA INST OF ENGG TECHNOLOGY - CSE
68998,F,OC,DHANEKULA INST OF ENGG TECHNOLOGY - CSE
69542,F,BC_E,DHANEKULA INST OF ENGG TECHNOLOGY - CSE
72155,M,SC,DHANEKULA INST OF ENGG TECHNOLOGY - EEE
74774,M,BC_B,DHANEKULA INST OF ENGG TECHNOLOGY - EEE
76766,M,OC,DHANEKULA INST OF ENGG TECHNOLOGY - EEE
78699,M,BC_E,DHANEKULA INST OF ENGG TECHNOLOGY - EEE
80145,M,BC_A,DHANEKULA INST OF ENGG TECHNOLOGY - EEE
80537,M,BC_D,DHANEKULA INST OF ENGG TECHNOLOGY - EEE
84013,F,BC_C,DHANEKULA INST OF ENGG TECHNOLOGY - CSM
84325,M,BC_D,DHANEKULA INST OF ENGG TECHNOLOGY - EII
84969,M,SC,DHANEKULA INST OF ENGG TECHNOLOGY - EII
85994,M,BC_A,DHANEKULA INST OF ENGG TECHNOLOGY - EII
86334,M,OC,DHANEKULA INST OF ENGG TECHNOLOGY - EII
86349,M,BC_B,DHANEKULA INST OF ENGG TECHNOLOGY - EII
87071,M,BC_E,DHANEKULA INST OF ENGG TECHNOLOGY - EII
91476,F,BC_A,DHANEKULA INST OF ENGG TECHNOLOGY - CSM
92165,F,OC,DHANEKULA INST OF ENGG TECHNOLOGY - CSM
95076,F,BC_D,DHANEKULA INST OF ENGG TECHNOLOGY - CSM
95282,F,ST,DHANEKULA INST OF ENGG TECHNOLOGY - CSM
95397,M,BC_C,DHANEKULA INST OF ENGG TECHNOLOGY - INF
99406,F,BC_E,DHANEKULA INST OF ENGG TECHNOLOGY - CSM
99429,F,SC,DHANEKULA INST OF ENGG TECHNOLOGY - CSM
100589,F,BC_B,DHANEKULA INST OF ENGG TECHNOLOGY - CSM
117999,M,BC_E,DHANEKULA INST OF ENGG TECHNOLOGY - INF
120546,F,BC_A,DHANEKULA INST OF ENGG TECHNOLOGY - ECE
120944,F,BC_E,DHANEKULA INST OF ENGG TECHNOLOGY - ECE
126781,F,BC_D,DHANEKULA INST OF ENGG TECHNOLOGY - ECE
129633,M,ST,DHANEKULA INST OF ENGG TECHNOLOGY - INF
139280,M,SC,DHANEKULA INST OF ENGG TECHNOLOGY - INF
143679,F,SC,DHANEKULA INST OF ENGG TECHNOLOGY - ECE
144443,F,BC_B,DHANEKULA INST OF ENGG TECHNOLOGY - ECE
144609,M,BC_A,DHANEKULA INST OF ENGG TECHNOLOGY - INF
146432,F,OC,DHANEKULA INST OF ENGG TECHNOLOGY - ECE
146543,M,OC,DHANEKULA INST OF ENGG TECHNOLOGY - INF
147293,M,BC_B,DHANEKULA INST OF ENGG TECHNOLOGY - INF
147456,M,BC_D,DHANEKULA INST OF ENGG TECHNOLOGY - INF
148536,M,ST,DHANEKULA INST OF ENGG TECHNOLOGY - MEC
150836,M,BC_A,DHANEKULA INST OF ENGG TECHNOLOGY - MEC
151536,F,ST,DHANEKULA INST OF ENGG TECHNOLOGY - ECE
151597,M,SC,DHANEKULA INST OF ENGG TECHNOLOGY - MEC
60272,F,BC_A,DNR COLLEGE OF ENGG AND TECH - AID
84773,F,BC_B,DNR COLLEGE OF ENGG AND TECH - AID
87057,F,BC_D,DNR COLLEGE OF ENGG AND TECH - AID
92210,F,OC,DNR COLLEGE OF ENGG AND TECH - AID
93163,F,SC,DNR COLLEGE OF ENGG AND TECH - AID
96086,F,BC_D,DNR COLLEGE OF ENGG AND TECH - CIV
96596,F,BC_A,DNR COLLEGE OF ENGG AND TECH - CIV
97449,F,OC,DNR COLLEGE OF ENGG AND TECH - CIV
98553,F,BC_B,DNR COLLEGE OF ENGG AND TECH - CIV
108940,M,BC_C,DNR COLLEGE OF ENGG AND TECH - CSM
110965,M,BC_E,DNR COLLEGE OF ENGG AND TECH - CSM
119481,M,BC_A,DNR COLLEGE OF ENGG AND TECH - CSM
121511,M,BC_D,DNR COLLEGE OF ENGG AND TECH - CSM
122358,M,SC,DNR COLLEGE OF ENGG AND TECH - CSM
123281,M,OC,DNR COLLEGE OF ENGG AND TECH - CSM
123362,M,BC_B,DNR COLLEGE OF ENGG AND TECH - CSM
126665,F,BC_A,DNR COLLEGE OF ENGG AND TECH - CSE
126739,M,BC_C,DNR COLLEGE OF ENGG AND TECH - ECE
135362,M,BC_E,DNR COLLEGE OF ENGG AND TECH - ECE
136793,F,BC_C,DNR COLLEGE OF ENGG AND TECH - CSE
138746,F,SC,DNR COLLEGE OF ENGG AND TECH - CSE
142498,M,BC_D,DNR COLLEGE OF ENGG AND TECH - ECE
143246,M,SC,DNR COLLEGE OF ENGG AND TECH - ECE
147610,M,BC_B,DNR COLLEGE OF ENGG AND TECH - ECE
147810,F,BC_B,DNR COLLEGE OF ENGG AND TECH - CSE
148065,F,BC_D,DNR COLLEGE OF ENGG AND TECH - CSE
148721,M,OC,DNR COLLEGE OF ENGG AND TECH - ECE
149109,M,BC_A,DNR COLLEGE OF ENGG AND TECH - ECE
149525,F,OC,DNR COLLEGE OF ENGG AND TECH - CSE
149842,M,OC,DNR COLLEGE OF ENGG AND TECH - EEE
150640,M,SC,DNR COLLEGE OF ENGG AND TECH - EEE
150984,M,BC_A,DNR COLLEGE OF ENGG AND TECH - EEE
151395,M,SC,DNR COLLEGE OF ENGG AND TECH - MEC
25275,F,BC_B,DR L BULLAYYA COLL EGE OF ENGINEERING - CIV
38132,F,OC,DR L BULLAYYA COLL EGE OF ENGINEERING - CIV
43049,F,BC_D,DR L BULLAYYA COLL EGE OF ENGINEERING - CIV
71031,M,BC_C,DR L BULLAYYA COLL EGE OF ENGINEERING - ECE
89250,F,OC,DR L BULLAYYA COLL EGE OF ENGINEERING - CSE
95802,F,BC_D,DR L BULLAYYA COLL EGE OF ENGINEERING - CSE
95949,F,BC_B,DR L BULLAYYA COLL EGE OF ENGINEERING - CSE
97207,F,BC_A,DR L BULLAYYA COLL EGE OF ENGINEERING - CSE
102198,F,SC,DR L BULLAYYA COLL EGE OF ENGINEERING - CSE
104904,F,ST,DR L BULLAYYA COLL EGE OF ENGINEERING - ECE
127061,M,OC,DR L BULLAYYA COLL EGE OF ENGINEERING - EEE
127650,M,BC_B,DR L BULLAYYA COLL EGE OF ENGINEERING - EEE
129497,M,BC_E,DR L BULLAYYA COLL EGE OF ENGINEERING - EEE
136936,F,SC,DR L BULLAYYA COLL EGE OF ENGINEERING - ECE
140428,F,BC_B,DR L BULLAYYA COLL EGE OF ENGINEERING - ECE
141016,M,ST,DR L BULLAYYA COLL EGE OF ENGINEERING - EEE
142590,F,BC_A,DR L BULLAYYA COLL EGE OF ENGINEERING - ECE
142899,F,OC,DR L BULLAYYA COLL EGE OF ENGINEERING - ECE
148568,M,BC_D,DR L BULLAYYA COLL EGE OF ENGINEERING - EEE
148768,M,SC,DR L BULLAYYA COLL EGE OF ENGINEERING - EEE
148885,M,BC_A,DR L BULLAYYA COLL EGE OF ENGINEERING - EEE
149293,F,BC_E,DR L BULLAYYA COLL EGE OF ENGINEERING - ECE
149906,F,BC_D,DR L BULLAYYA COLL EGE OF ENGINEERING - ECE
100117,F,BC_D,DR PAUL RAJS ENGINEERING COLLEGE - CIV
116187,M,BC_A,DR PAUL RAJS ENGINEERING COLLEGE - CSE
118237,F,ST,DR PAUL RAJS ENGINEERING COLLEGE - CIV
119548,M,OC,DR PAUL RAJS ENGINEERING COLLEGE - CSE
119899,M,BC_E,DR PAUL RAJS ENGINEERING COLLEGE - CSE
122093,M,BC_B,DR PAUL RAJS ENGINEERING COLLEGE - CSE
126883,M,BC_A,DR PAUL RAJS ENGINEERING COLLEGE - ECE
128873,M,ST,DR PAUL RAJS ENGINEERING COLLEGE - ECE
131551,M,BC_B,DR PAUL RAJS ENGINEERING COLLEGE - ECE
132983,M,BC_D,DR PAUL RAJS ENGINEERING COLLEGE - ECE
135761,F,ST,DR PAUL RAJS ENGINEERING COLLEGE - CSE
137626,M,OC,DR PAUL RAJS ENGINEERING COLLEGE - ECE
137885,M,SC,DR PAUL RAJS ENGINEERING COLLEGE - ECE
137921,F,BC_D,DR PAUL RAJS ENGINEERING COLLEGE - CSE
140055,M,SC,DR PAUL RAJS ENGINEERING COLLEGE - EEE
142863,M,BC_D,DR PAUL RAJS ENGINEERING COLLEGE - EEE
146248,M,SC,DR PAUL RAJS ENGINEERING COLLEGE - MEC
147107,M,BC_A,DR PAUL RAJS ENGINEERING COLLEGE - MEC
149492,M,BC_D,DR PAUL RAJS ENGINEERING COLLEGE - MEC
149974,F,SC,DR PAUL RAJS ENGINEERING COLLEGE - CSE
151252,M,ST,DR PAUL RAJS ENGINEERING COLLEGE - MEC
60486.1,F,BC_B,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - AIM
78056,F,ST,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - AIM
90849,F,OC,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - AIM
94934,F,BC_A,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - AIM
104356,F,BC_E,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - AIM
106115,F,SC,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - AIM
107471,F,ST,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - CIV
108258,F,OC,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - CIV
109076,F,BC_B,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - CIV
113922,F,BC_A,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - CIV
114187,F,SC,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - CIV
136048,F,BC_B,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - CSE
139238,M,BC_E,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - CSE
139904,M,ST,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - CSE
141826,M,BC_D,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - CSE
144990,M,BC_B,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - ECE
146278,M,ST,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - ECE
148534,F,BC_A,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - CSE
148538,F,OC,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - CSE
149198,M,BC_D,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - ECE
150605,M,BC_E,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - ECE
150785,M,BC_A,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - ECE
151531,M,SC,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - ECE
151706,F,SC,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY - CSE
49378,M,BC_C,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CSE
57589,F,OC,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CIV
72234,F,BC_E,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CSD
87492,F,BC_D,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CSD
88132,F,BC_A,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CSD
89266,F,BC_B,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CSD
90421,F,OC,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CSD
99112,M,OC,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CSM
100436,M,BC_D,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CSM
100858,M,BC_E,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CSM
100874,M,BC_A,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CSM
101153,M,BC_B,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CSM
101569,M,SC,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CSM
127225,F,OC,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CSE
129526,M,OC,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - ECE
132465,M,BC_B,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - ECE
134876,M,BC_A,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - ECE
135251,M,BC_E,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - ECE
136603,M,BC_D,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - ECE
138091,M,SC,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - ECE
142318,M,BC_A,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - EEE
143449,M,BC_B,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - EEE
144035,F,BC_E,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CSE
145600,F,BC_D,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CSE
146631,M,SC,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - EEE
147690,M,ST,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - EEE
147796,M,BC_E,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - EEE
148118,M,BC_D,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - EEE
148205,M,BC_B,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - MEC
148521,M,BC_E,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - MEC
149428,F,BC_B,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CSE
149736,M,OC,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - MEC
150433,F,SC,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CSE
150991,F,BC_A,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - CSE
151597,M,SC,DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY - MEC
78551.1,F,BC_C,DR.YSR ARCHITECTURE AND FINE ARTS UNIVERSITY - DTD
86309.1,F,SC,DR.YSR ARCHITECTURE AND FINE ARTS UNIVERSITY - DTD
101381,M,BC_D,DR.YSR ARCHITECTURE AND FINE ARTS UNIVERSITY - GDT
106174,M,OC,DR.YSR ARCHITECTURE AND FINE ARTS UNIVERSITY - GDT
149572,F,BC_A,DR.YSR ARCHITECTURE AND FINE ARTS UNIVERSITY - GDT
28032,F,BC_C,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE - AIM
38036,M,BC_A,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE - CSE
48211,M,OC,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE - CSE
48976,F,BC_A,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE - AIM
54283,F,SC,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE - AIM
55433,F,BC_E,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE - AIM
55759,F,BC_D,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE - AIM
57766,F,BC_B,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE - AIM
