Rank,Gender,Caste,College_Branch
24818,F,BC_A,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - ECE
24848,F,BC_D,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - ECE
25425,F,BC_E,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - ECE
26095,F,BC_C,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - ECE
26183,F,OC,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - ECE
26265,F,SC,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - ECE
30505,F,BC_E,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - EEE
32764,F,BC_C,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - EEE
35364,F,BC_D,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - EEE
37502,F,OC,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - EEE
37515,F,SC,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - EEE
38811,F,BC_B,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - EEE
39117,F,BC_A,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - EEE
39149,F,ST,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - EEE
71517,F,ST,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - INF
75549,F,BC_C,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - INF
77270,F,BC_E,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - INF
78310,F,BC_B,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - INF
79716,F,SC,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - INF
80375,F,BC_D,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - INF
81543,F,OC,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - INF
82028,F,BC_A,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - INF
90212,F,BC_E,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - MEC
99166,F,BC_A,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - MEC
106216,F,BC_D,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - MEC
107298,F,BC_B,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - MEC
113436,F,OC,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - MEC
139486,F,SC,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - MEC
139529,F,ST,SHRI VISHNU ENGG. COLLEGE FOR WOMEN - MEC
71155,F,SC,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CAI
80419,F,BC_B,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CAI
90682,F,BC_A,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CAI
93537,F,OC,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CAI
98121,F,BC_D,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CAI
98504,F,BC_E,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CAI
101733,F,SC,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CIV
131991,M,ST,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CSE
133038,M,BC_D,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CSE
133499,M,BC_B,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CSM
136894,M,BC_E,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CSM
137260,M,BC_D,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CSM
138664,M,OC,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CSM
138836,M,BC_A,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CSM
139978,M,SC,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CSM
140900,F,BC_B,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CSE
143011,F,BC_A,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CSE
145840,M,SC,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - ECE
147525,F,SC,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CSE
148351,F,OC,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CSE
149113,M,BC_B,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - ECE
149197,M,BC_A,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - ECE
149439,M,BC_D,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - ECE
149636,F,BC_E,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - CSE
150166,M,OC,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - ECE
150386,M,BC_B,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - EEE
151481,M,SC,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - EEE
151512,M,SC,SIDDARTHA EDNL ACADEMY GRP OF INSTNS - MEC
46690,F,SC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CAD
55279,F,BC_D,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CAD
57640,F,BC_B,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CAD
58971,F,BC_A,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CAD
59000,F,OC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CAD
66116,F,SC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CAI
67529,F,BC_D,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CAI
67695,F,BC_A,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CAI
67739,F,OC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CAI
69250,F,BC_B,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CAI
78019,F,ST,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CCC
80789,M,BC_A,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CSM
81203,M,BC_D,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CSM
81310,M,BC_E,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CSM
81536,M,SC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CSM
81580,M,OC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CSM
81841,M,BC_B,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CSM
85744,F,BC_E,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CCC
88697,F,SC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CCC
90214,F,BC_D,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CCC
92869,F,OC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CCC
92977,F,BC_B,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CCC
93486,F,BC_A,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CCC
96262,F,BC_A,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CIC
97249,F,BC_E,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CIC
106613,F,BC_D,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CIC
107346,F,OC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CIC
108342,F,SC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CIC
108400,F,BC_B,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CIC
109920,F,ST,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CIT
117633,F,BC_E,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CIT
121968,F,BC_A,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CIT
124463,F,OC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CIT
125756,F,BC_B,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CIT
125788,F,BC_D,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CIT
125881,F,SC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CIT
128187,M,BC_D,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - ECE
128755,F,BC_A,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CIV
129404,M,ST,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - ECE
129846,M,BC_E,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - ECE
129953,M,OC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - ECE
131614,M,BC_A,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - ECE
132162,F,OC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CIV
132199,M,SC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - ECE
132524,M,BC_B,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - ECE
134165,F,BC_B,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CIV
134943,F,BC_D,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CIV
135069,F,SC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CIV
138531,F,BC_E,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CSE
142392,M,BC_B,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - EEE
143761,F,BC_D,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CSE
145635,M,OC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - EEE
145729,M,BC_E,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - EEE
145998,F,ST,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CSE
146726,F,BC_A,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CSE
147221,M,BC_D,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - EEE
147278,F,BC_B,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CSE
148295,M,ST,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - EEE
148335,M,SC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - EEE
148338,M,BC_A,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - EEE
148372,M,BC_E,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - MEC
148731,M,ST,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - MEC
148873,M,OC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - MEC
149210,F,OC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CSE
150098,F,SC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - CSE
150539,M,BC_D,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - MEC
151005,M,BC_A,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - MEC
151738,M,SC,SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY - MEC
59196,F,BC_E,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CAD
74892,F,BC_D,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CAD
77045,F,BC_A,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CAD
79523,F,BC_B,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CAD
80936,F,OC,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CAD
86659,F,BC_D,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CIA
88394,M,BC_E,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CSM
90236,F,SC,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CIA
94260,F,BC_B,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CIA
95327,M,BC_B,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CSM
95454,M,SC,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CSM
96808,F,BC_A,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CIA
97782,M,BC_D,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CSM
98427,M,BC_A,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CSM
98440,M,OC,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CSM
100794,F,OC,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CIA
116166,F,ST,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CSE
121321,M,ST,SIDDHARTHA INST OF SCI AND TECHNOLOGY - ECE
137010,F,BC_E,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CSE
141407,M,OC,SIDDHARTHA INST OF SCI AND TECHNOLOGY - ECE
142365,F,BC_A,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CSE
145228,M,BC_A,SIDDHARTHA INST OF SCI AND TECHNOLOGY - ECE
147289,M,BC_B,SIDDHARTHA INST OF SCI AND TECHNOLOGY - ECE
147687,M,BC_D,SIDDHARTHA INST OF SCI AND TECHNOLOGY - ECE
147851,M,BC_E,SIDDHARTHA INST OF SCI AND TECHNOLOGY - ECE
148154,F,OC,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CSE
148278,M,SC,SIDDHARTHA INST OF SCI AND TECHNOLOGY - ECE
148429,M,BC_D,SIDDHARTHA INST OF SCI AND TECHNOLOGY - EEE
148599,F,BC_D,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CSE
149227,M,ST,SIDDHARTHA INST OF SCI AND TECHNOLOGY - EEE
149416,F,BC_B,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CSE
150041,M,BC_B,SIDDHARTHA INST OF SCI AND TECHNOLOGY - EEE
150407,M,BC_A,SIDDHARTHA INST OF SCI AND TECHNOLOGY - EEE
151075,M,SC,SIDDHARTHA INST OF SCI AND TECHNOLOGY - EEE
151599,M,ST,SIDDHARTHA INST OF SCI AND TECHNOLOGY - MEC
151625,M,SC,SIDDHARTHA INST OF SCI AND TECHNOLOGY - MEC
151740,F,SC,SIDDHARTHA INST OF SCI AND TECHNOLOGY - CSE
119142,M,ST,SIMHADRI EDNL SOC GRP OF INSTNS - CSE
150631,M,BC_D,SIMHADRI EDNL SOC GRP OF INSTNS - CSE
17181,F,BC_E,SIR C R R COLLEGE OF ENGINEERING - CAD
27997,F,BC_A,SIR C R R COLLEGE OF ENGINEERING - CAD
31134,F,SC,SIR C R R COLLEGE OF ENGINEERING - CAD
32060,F,BC_B,SIR C R R COLLEGE OF ENGINEERING - CAD
34852,F,BC_D,SIR C R R COLLEGE OF ENGINEERING - CAD
35596,F,BC_C,SIR C R R COLLEGE OF ENGINEERING - CAD
36028,F,OC,SIR C R R COLLEGE OF ENGINEERING - CAD
36526,F,BC_B,SIR C R R COLLEGE OF ENGINEERING - CIV
37682,F,BC_E,SIR C R R COLLEGE OF ENGINEERING - CIV
38831,F,OC,SIR C R R COLLEGE OF ENGINEERING - CIV
38914,F,BC_D,SIR C R R COLLEGE OF ENGINEERING - CIV
45798,F,SC,SIR C R R COLLEGE OF ENGINEERING - CSC
45972,F,BC_A,SIR C R R COLLEGE OF ENGINEERING - CSC
46256,F,BC_C,SIR C R R COLLEGE OF ENGINEERING - CSC
47992,F,BC_B,SIR C R R COLLEGE OF ENGINEERING - CSC
48170,M,BC_E,SIR C R R COLLEGE OF ENGINEERING - ECE
48866,F,OC,SIR C R R COLLEGE OF ENGINEERING - CSC
49272,F,BC_D,SIR C R R COLLEGE OF ENGINEERING - CSC
58836,M,SC,SIR C R R COLLEGE OF ENGINEERING - ECE
59048,M,OC,SIR C R R COLLEGE OF ENGINEERING - ECE
59901,M,BC_B,SIR C R R COLLEGE OF ENGINEERING - ECE
59957,M,BC_A,SIR C R R COLLEGE OF ENGINEERING - ECE
60695,M,BC_D,SIR C R R COLLEGE OF ENGINEERING - ECE
87269,M,BC_E,SIR C R R COLLEGE OF ENGINEERING - EEE
87928.1,M,BC_B,SIR C R R COLLEGE OF ENGINEERING - EEE
88248,M,BC_C,SIR C R R COLLEGE OF ENGINEERING - EEE
90005,M,BC_A,SIR C R R COLLEGE OF ENGINEERING - EEE
91226,M,SC,SIR C R R COLLEGE OF ENGINEERING - EEE
92031,M,BC_D,SIR C R R COLLEGE OF ENGINEERING - EEE
92064,M,OC,SIR C R R COLLEGE OF ENGINEERING - EEE
92762,M,ST,SIR C R R COLLEGE OF ENGINEERING - EEE
97456,F,BC_E,SIR C R R COLLEGE OF ENGINEERING - CSE
105372,F,BC_C,SIR C R R COLLEGE OF ENGINEERING - CSE
108633,F,BC_B,SIR C R R COLLEGE OF ENGINEERING - CSE
109471,F,BC_A,SIR C R R COLLEGE OF ENGINEERING - CSE
110674,F,ST,SIR C R R COLLEGE OF ENGINEERING - CSE
111702,F,OC,SIR C R R COLLEGE OF ENGINEERING - CSE
112341,F,BC_D,SIR C R R COLLEGE OF ENGINEERING - CSE
114485,F,SC,SIR C R R COLLEGE OF ENGINEERING - CSE
117733,F,BC_B,SIR C R R COLLEGE OF ENGINEERING - CSM
118799,M,BC_A,SIR C R R COLLEGE OF ENGINEERING - INF
122366,F,ST,SIR C R R COLLEGE OF ENGINEERING - CSM
125093,M,BC_C,SIR C R R COLLEGE OF ENGINEERING - INF
129683,M,BC_B,SIR C R R COLLEGE OF ENGINEERING - INF
131348,M,ST,SIR C R R COLLEGE OF ENGINEERING - INF
135827,F,OC,SIR C R R COLLEGE OF ENGINEERING - CSM
137743,M,OC,SIR C R R COLLEGE OF ENGINEERING - INF
138445,M,BC_E,SIR C R R COLLEGE OF ENGINEERING - INF
139065,M,BC_D,SIR C R R COLLEGE OF ENGINEERING - INF
139937,M,SC,SIR C R R COLLEGE OF ENGINEERING - INF
141368,M,BC_B,SIR C R R COLLEGE OF ENGINEERING - MEC
142940,F,BC_D,SIR C R R COLLEGE OF ENGINEERING - CSM
145191,M,BC_D,SIR C R R COLLEGE OF ENGINEERING - MEC
146960,F,BC_A,SIR C R R COLLEGE OF ENGINEERING - CSM
147826,M,OC,SIR C R R COLLEGE OF ENGINEERING - MEC
149849,F,SC,SIR C R R COLLEGE OF ENGINEERING - CSM
149910,F,BC_E,SIR C R R COLLEGE OF ENGINEERING - CSM
151537,M,SC,SIR C R R COLLEGE OF ENGINEERING - MEC
48195,F,BC_B,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - AIM
81806,F,BC_D,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - AIM
92501,F,BC_A,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - AIM
94412,F,OC,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - AIM
96183,F,SC,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - AIM
97208,F,BC_E,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - AIM
143686,F,BC_D,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - CSE
143905,M,BC_E,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - ECE
144015,F,BC_E,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - CSE
144159,F,SC,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - CSE
146608,F,OC,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - CSE
147165,F,BC_A,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - CSE
147673,M,BC_B,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - ECE
148029,M,OC,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - ECE
148362,F,ST,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - CSE
148492,M,ST,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - ECE
148692,M,SC,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - ECE
149453,M,BC_D,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - ECE
149673,M,BC_A,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - ECE
150182,F,BC_B,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - CSE
151044,M,SC,SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES - EEE
42326,F,ST,SR VENKATESWARA COLL OF ENGINEERING - AIM
48043,F,OC,SR VENKATESWARA COLL OF ENGINEERING - AIM
55060,F,BC_A,SR VENKATESWARA COLL OF ENGINEERING - AIM
63731,M,BC_E,SR VENKATESWARA COLL OF ENGINEERING - CSE
67845,F,BC_D,SR VENKATESWARA COLL OF ENGINEERING - AIM
72711,F,BC_B,SR VENKATESWARA COLL OF ENGINEERING - CIV
82377,F,SC,SR VENKATESWARA COLL OF ENGINEERING - CIV
90713,F,BC_D,SR VENKATESWARA COLL OF ENGINEERING - CIV
90801,F,BC_A,SR VENKATESWARA COLL OF ENGINEERING - CIV
109137,M,SC,SR VENKATESWARA COLL OF ENGINEERING - CSM
112972,M,BC_A,SR VENKATESWARA COLL OF ENGINEERING - CSM
117120,M,BC_B,SR VENKATESWARA COLL OF ENGINEERING - CSM
117896,M,BC_D,SR VENKATESWARA COLL OF ENGINEERING - CSM
119646,M,BC_B,SR VENKATESWARA COLL OF ENGINEERING - ECE
124477,M,ST,SR VENKATESWARA COLL OF ENGINEERING - ECE
134413,M,SC,SR VENKATESWARA COLL OF ENGINEERING - ECE
134500,F,OC,SR VENKATESWARA COLL OF ENGINEERING - CSE
137164,M,OC,SR VENKATESWARA COLL OF ENGINEERING - ECE
138128,M,BC_D,SR VENKATESWARA COLL OF ENGINEERING - ECE
141164,M,BC_A,SR VENKATESWARA COLL OF ENGINEERING - ECE
141616,M,OC,SR VENKATESWARA COLL OF ENGINEERING - EEE
142859,M,ST,SR VENKATESWARA COLL OF ENGINEERING - EEE
143879,F,BC_A,SR VENKATESWARA COLL OF ENGINEERING - CSE
145145,M,SC,SR VENKATESWARA COLL OF ENGINEERING - EEE
146018,M,BC_D,SR VENKATESWARA COLL OF ENGINEERING - EEE
146575,M,BC_A,SR VENKATESWARA COLL OF ENGINEERING - EEE
148301,F,SC,SR VENKATESWARA COLL OF ENGINEERING - CSE
148528,M,BC_D,SR VENKATESWARA COLL OF ENGINEERING - MEC
148937,M,BC_B,SR VENKATESWARA COLL OF ENGINEERING - MEC
149103,F,BC_B,SR VENKATESWARA COLL OF ENGINEERING - CSE
150143,M,ST,SR VENKATESWARA COLL OF ENGINEERING - MEC
150901,F,BC_D,SR VENKATESWARA COLL OF ENGINEERING - CSE
151722,F,ST,SR VENKATESWARA COLL OF ENGINEERING - CSE
84923,F,BC_B,SREE RAMA ENGINEERING COLLEGE - AID
91949,F,BC_E,SREE RAMA ENGINEERING COLLEGE - AID
94942,F,BC_D,SREE RAMA ENGINEERING COLLEGE - AID
95577,F,SC,SREE RAMA ENGINEERING COLLEGE - AID
99392,F,BC_A,SREE RAMA ENGINEERING COLLEGE - AID
100495,F,OC,SREE RAMA ENGINEERING COLLEGE - AID
122066,F,ST,SREE RAMA ENGINEERING COLLEGE - CSE
142713,M,BC_E,SREE RAMA ENGINEERING COLLEGE - ECE
143678,F,BC_E,SREE RAMA ENGINEERING COLLEGE - CSE
144898,M,BC_B,SREE RAMA ENGINEERING COLLEGE - ECE
145759,F,BC_D,SREE RAMA ENGINEERING COLLEGE - CSE
147477,F,BC_B,SREE RAMA ENGINEERING COLLEGE - CSE
148507,F,OC,SREE RAMA ENGINEERING COLLEGE - CSE
148807,M,BC_D,SREE RAMA ENGINEERING COLLEGE - ECE
149184,M,BC_A,SREE RAMA ENGINEERING COLLEGE - ECE
150274,F,BC_A,SREE RAMA ENGINEERING COLLEGE - CSE
150653,M,OC,SREE RAMA ENGINEERING COLLEGE - ECE
151549,M,SC,SREE RAMA ENGINEERING COLLEGE - ECE
151659,M,SC,SREE RAMA ENGINEERING COLLEGE - EEE
151667,F,SC,SREE RAMA ENGINEERING COLLEGE - CSE
79878,F,ST,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - AIM
93362,F,BC_B,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - AIM
96372,F,OC,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - AIM
99945,F,SC,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - AIM
99970,F,BC_E,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - AIM
100440,F,BC_A,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - AIM
100535,F,BC_D,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - AIM
100587,F,BC_A,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - CIV
112310,M,BC_E,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - CSE
113182,F,ST,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - CSD
120368,M,BC_A,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - CSE
123481,F,BC_B,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - CSD
123756,F,BC_A,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - CSD
125155,F,BC_E,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - CSD
125528,F,OC,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - CSD
127507,F,SC,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - CSD
128524,F,BC_D,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - CSD
138209,M,ST,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - ECE
138697,F,ST,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - CSE
142027,M,BC_B,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - ECE
143606,F,OC,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - CSE
145101,M,OC,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - ECE
145498,F,BC_B,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - CSE
148256,M,BC_E,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - ECE
148354,M,BC_D,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - ECE
148744,M,BC_A,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - ECE
148883,M,SC,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - ECE
149752,M,BC_A,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - EEE
150029,M,OC,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - EEE
150591,M,SC,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - EEE
150992,M,BC_B,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - EEE
151092,F,BC_D,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - CSE
151403,F,SC,SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY - CSE
46286,F,BC_C,SREE VENKATESWARA COLL OF ENGG - AID
55301,F,BC_E,SREE VENKATESWARA COLL OF ENGG - AID
55862,F,ST,SREE VENKATESWARA COLL OF ENGG - AID
58612,F,BC_A,SREE VENKATESWARA COLL OF ENGG - AID
58734,F,BC_B,SREE VENKATESWARA COLL OF ENGG - AID
60259,F,BC_D,SREE VENKATESWARA COLL OF ENGG - AID
61103,F,OC,SREE VENKATESWARA COLL OF ENGG - AID
61133,F,SC,SREE VENKATESWARA COLL OF ENGG - AID
95169,F,BC_E,SREE VENKATESWARA COLL OF ENGG - CSE
104040,F,BC_C,SREE VENKATESWARA COLL OF ENGG - CSE
111936,M,BC_E,SREE VENKATESWARA COLL OF ENGG - ECE
114115,M,BC_B,SREE VENKATESWARA COLL OF ENGG - ECE
114157,M,ST,SREE VENKATESWARA COLL OF ENGG - ECE
